date,stablecoin,issuer,price_usd,abs_peg_dev,tail_depeg_50bp,tail_depeg_100bp,circulating_face_usd,supply_median_by_coin,abnormal_price_50bp_flag,abnormal_price_100bp_flag,low_supply_lifecycle_flag,manual_market_review_flag,market_stress_flag,market_stress_types,rule_version,rule_status
2023-08-15,PYUSD,Paxos/PayPal,,,,,307.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-16,PYUSD,Paxos/PayPal,,,,,373.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-17,PYUSD,Paxos/PayPal,0.989201,0.010799,1.0,1.0,383.0,270122532.0,1,1,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-18,PYUSD,Paxos/PayPal,,,,,510.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-19,PYUSD,Paxos/PayPal,,,,,2000809.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-20,PYUSD,Paxos/PayPal,,,,,2000867.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-21,PYUSD,Paxos/PayPal,,,,,2000946.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-22,PYUSD,Paxos/PayPal,,,,,2001443.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-23,PYUSD,Paxos/PayPal,1.002,0.002,0.0,0.0,2002805.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-24,PYUSD,Paxos/PayPal,1.001,0.001,0.0,0.0,2003121.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-25,PYUSD,Paxos/PayPal,1.0,0.0,0.0,0.0,3502226.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-26,PYUSD,Paxos/PayPal,0.999036,0.000964,0.0,0.0,3503757.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-27,PYUSD,Paxos/PayPal,1.006,0.006,1.0,0.0,4500830.0,270122532.0,1,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-28,PYUSD,Paxos/PayPal,1.015,0.015,1.0,1.0,4501182.0,270122532.0,1,1,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-29,PYUSD,Paxos/PayPal,1.002,0.002,0.0,0.0,4500162.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-30,PYUSD,Paxos/PayPal,0.999763,0.000237,0.0,0.0,4500021.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-08-31,PYUSD,Paxos/PayPal,0.999844,0.000156,0.0,0.0,4499342.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-01,PYUSD,Paxos/PayPal,1.001,0.001,0.0,0.0,5496706.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-02,PYUSD,Paxos/PayPal,0.999674,0.000326,0.0,0.0,5491848.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-03,PYUSD,Paxos/PayPal,0.996284,0.003716,0.0,0.0,5486177.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-04,PYUSD,Paxos/PayPal,0.996733,0.003267,0.0,0.0,5484377.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-05,PYUSD,Paxos/PayPal,0.997946,0.002054,0.0,0.0,5481390.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-06,PYUSD,Paxos/PayPal,0.997204,0.002796,0.0,0.0,5467830.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-07,PYUSD,Paxos/PayPal,1.003,0.003,0.0,0.0,5478200.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-08,PYUSD,Paxos/PayPal,1.001,0.001,0.0,0.0,5505903.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-09,PYUSD,Paxos/PayPal,0.997147,0.002853,0.0,0.0,6521781.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-10,PYUSD,Paxos/PayPal,0.99771,0.00229,0.0,0.0,6497558.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-11,PYUSD,Paxos/PayPal,1.001,0.001,0.0,0.0,6497847.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-12,PYUSD,Paxos/PayPal,0.999497,0.000503,0.0,0.0,6493311.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-13,PYUSD,Paxos/PayPal,1.001,0.001,0.0,0.0,6479452.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-14,PYUSD,Paxos/PayPal,0.998327,0.001673,0.0,0.0,7480344.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-15,PYUSD,Paxos/PayPal,0.999447,0.000553,0.0,0.0,7562877.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-16,PYUSD,Paxos/PayPal,0.999681,0.000319,0.0,0.0,8347927.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-17,PYUSD,Paxos/PayPal,1.0,0.0,0.0,0.0,8360003.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-18,PYUSD,Paxos/PayPal,1.001,0.001,0.0,0.0,8359931.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-19,PYUSD,Paxos/PayPal,0.999782,0.000218,0.0,0.0,8459141.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-20,PYUSD,Paxos/PayPal,1.0,0.0,0.0,0.0,9007344.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-21,PYUSD,Paxos/PayPal,0.998733,0.001267,0.0,0.0,9002421.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-22,PYUSD,Paxos/PayPal,0.998577,0.001423,0.0,0.0,9456482.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-23,PYUSD,Paxos/PayPal,1.0,0.0,0.0,0.0,9455908.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-24,PYUSD,Paxos/PayPal,1.0,0.0,0.0,0.0,9447639.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-25,PYUSD,Paxos/PayPal,1.001,0.001,0.0,0.0,9545841.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-26,PYUSD,Paxos/PayPal,1.0,0.0,0.0,0.0,9626215.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-27,PYUSD,Paxos/PayPal,0.999127,0.000873,0.0,0.0,10520771.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-28,PYUSD,Paxos/PayPal,1.002,0.002,0.0,0.0,10496046.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
2023-09-29,PYUSD,Paxos/PayPal,1.001,0.001,0.0,0.0,10931300.0,270122532.0,0,0,1,1,0,normal,RQI_DII_v1.0,frozen_confirmed_by_researcher
